crash_id,victim_number,state,month,year,dayweek,time,crash_type,bus_involvement,heavy_rigid_truck_involvement,articulated_truck_involvement,speed_limit,lga_name,road_type,christmas_period,easter_period,age_group,time_of_day,time_cat,holiday,vehicle_type_involved,lga_code,dateID,rushID,ageID,daytimeID,road_typeID,speed_limitID,holidayID,vehicle_typeID
20103218,1,Qld,5,2010,Tuesday,07:00:00,Single,No,No,No,Very High,,,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20105,2.0,4.0,2.0,,1.0,3,1.0
20105168,1,WA,5,2010,Tuesday,07:15:00,Single,No,No,No,Med,,,No,No,17_to_25,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20105,2.0,2.0,2.0,,3.0,3,1.0
20102128,1,Vic,5,2010,Tuesday,10:05:00,Single,No,No,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,3.0,2.0,,1.0,3,1.0
20102231,1,Vic,5,2010,Tuesday,10:10:00,Multiple,No,No,No,High,,,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,5.0,2.0,,2.0,3,1.0
20103041,1,Qld,5,2010,Tuesday,11:00:00,Multiple,No,No,Yes,High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,20105,1.0,3.0,2.0,,2.0,3,2.0
20103226,1,Qld,5,2010,Tuesday,12:00:00,Single,No,No,No,Med,,,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,6.0,2.0,,3.0,3,1.0
20105012,1,WA,5,2010,Tuesday,13:15:00,Single,No,No,No,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,4.0,2.0,,1.0,3,1.0
20101211,1,NSW,5,2010,Tuesday,14:30:00,Multiple,No,No,No,Very High,,,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,5.0,2.0,,1.0,3,1.0
20102070,1,Vic,5,2010,Tuesday,15:03:00,Multiple,No,No,No,High,,,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,5.0,2.0,,2.0,3,1.0
20101349,1,NSW,5,2010,Tuesday,15:10:00,Multiple,No,No,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,3.0,2.0,,1.0,3,1.0
20102067,1,Vic,5,2010,Tuesday,16:10:00,Multiple,No,No,No,High,,,No,No,75_or_older,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20105,2.0,6.0,2.0,,2.0,3,1.0
20102196,1,Vic,5,2010,Tuesday,16:20:00,Single,No,No,No,Very High,,,No,No,17_to_25,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20105,2.0,2.0,2.0,,1.0,3,1.0
20102196,2,Vic,5,2010,Tuesday,16:20:00,Single,No,No,No,Very High,,,No,No,17_to_25,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20105,2.0,2.0,2.0,,1.0,3,1.0
20101193,1,NSW,5,2010,Tuesday,19:40:00,Single,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,4.0,1.0,,1.0,3,1.0
20101198,1,NSW,5,2010,Tuesday,20:40:00,Single,No,No,No,Med,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,4.0,1.0,,3.0,3,1.0
20101343,1,NSW,5,2010,Wednesday,01:00:00,Multiple,No,No,Yes,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,20105,1.0,3.0,1.0,,1.0,3,2.0
20102167,1,Vic,5,2010,Wednesday,02:00:00,Single,No,No,No,Med,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,3.0,1.0,,3.0,3,1.0
20103059,1,Qld,5,2010,Wednesday,07:00:00,Multiple,No,No,No,Very High,,,No,No,65_to_74,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20105,2.0,5.0,2.0,,1.0,3,1.0
20101143,1,NSW,5,2010,Wednesday,08:15:00,Single,No,No,No,High,,,No,No,65_to_74,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20105,2.0,5.0,2.0,,2.0,3,1.0
20101112,1,NSW,5,2010,Wednesday,08:30:00,Multiple,No,No,No,High,,,No,No,17_to_25,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20105,2.0,2.0,2.0,,2.0,3,1.0
20102175,1,Vic,5,2010,Wednesday,13:29:00,Multiple,No,No,No,High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,3.0,2.0,,2.0,3,1.0
20102199,1,Vic,5,2010,Wednesday,13:45:00,Multiple,No,No,Yes,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,20105,1.0,4.0,2.0,,1.0,3,2.0
20102051,1,Vic,5,2010,Wednesday,14:15:00,Multiple,No,No,No,Very High,,,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,5.0,2.0,,1.0,3,1.0
20103033,1,Qld,5,2010,Wednesday,15:00:00,Single,No,No,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,2.0,2.0,,1.0,3,1.0
20104024,1,SA,5,2010,Wednesday,15:45:00,Multiple,No,No,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,2.0,2.0,,1.0,3,1.0
20104024,2,SA,5,2010,Wednesday,15:45:00,Multiple,No,No,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,2.0,2.0,,1.0,3,1.0
20104070,1,SA,5,2010,Wednesday,18:35:00,Multiple,No,No,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,2.0,1.0,,1.0,3,1.0
20102111,1,Vic,5,2010,Wednesday,19:00:00,Single,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,4.0,1.0,,1.0,3,1.0
20107001,1,NT,5,2010,Wednesday,22:05:00,Single,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20105,1.0,4.0,1.0,,1.0,3,1.0
20101188,1,NSW,4,2010,Friday,00:20:00,Single,No,No,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,1.0,,1.0,3,1.0
20103190,1,Qld,4,2010,Friday,07:00:00,Multiple,No,Yes,No,High,,,No,No,17_to_25,Day,Rush,NoHoliday,Heavy Vehicle Involved,,20104,2.0,2.0,2.0,,2.0,3,2.0
20101267,1,NSW,4,2010,Friday,07:55:00,Single,No,No,No,Med,,,No,No,75_or_older,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,6.0,2.0,,3.0,3,1.0
20102036,1,Vic,4,2010,Friday,10:40:00,Multiple,No,No,No,High,,,No,No,0_to_16,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,1.0,2.0,,2.0,3,1.0
20102086,1,Vic,4,2010,Friday,11:35:00,Multiple,No,No,Yes,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,1.0,3,2.0
20102086,2,Vic,4,2010,Friday,11:35:00,Multiple,No,No,Yes,Very High,,,No,No,0_to_16,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,1.0,2.0,,1.0,3,2.0
20101265,1,NSW,4,2010,Friday,12:00:00,Single,No,No,No,High,,,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,6.0,2.0,,2.0,3,1.0
20108003,1,ACT,4,2010,Friday,12:15:00,Multiple,No,No,No,Med,,,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,6.0,2.0,,3.0,3,1.0
20108006,1,ACT,4,2010,Friday,12:25:00,Single,No,No,No,Very High,,,No,Yes,40_to_64,Day,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,1.0,2,1.0
20102137,1,Vic,4,2010,Friday,14:24:00,Multiple,No,No,No,Very High,,,No,Yes,40_to_64,Day,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,1.0,2,1.0
20102137,2,Vic,4,2010,Friday,14:24:00,Multiple,No,No,No,Very High,,,No,Yes,40_to_64,Day,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,1.0,2,1.0
20104071,1,SA,4,2010,Friday,14:35:00,Single,No,No,No,Very High,,,No,Yes,75_or_older,Day,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,6.0,2.0,,1.0,2,1.0
20107009,1,NT,4,2010,Friday,14:50:00,Single,No,No,No,Very High,,,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,5.0,2.0,,1.0,3,1.0
20105010,1,WA,4,2010,Friday,14:55:00,Single,No,Yes,No,High,,,No,No,0_to_16,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,1.0,2.0,,2.0,3,2.0
20101003,1,NSW,4,2010,Friday,15:20:00,Multiple,No,No,No,Med,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,2.0,,3.0,3,1.0
20101154,1,NSW,4,2010,Friday,16:50:00,Single,No,No,No,High,,,No,No,65_to_74,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,5.0,2.0,,2.0,3,1.0
20103020,1,Qld,4,2010,Friday,17:00:00,Single,No,No,No,High,,,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,3.0,2.0,,2.0,3,1.0
20102140,1,Vic,4,2010,Friday,17:05:00,Multiple,No,No,No,High,,,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,3.0,2.0,,2.0,3,1.0
20103077,1,Qld,4,2010,Friday,18:00:00,Multiple,No,No,No,Med,,,No,No,26_to_39,Night,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,3.0,1.0,,3.0,3,1.0
20101260,1,NSW,4,2010,Friday,20:15:00,Multiple,No,No,Yes,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,1.0,3,2.0
20101321,1,NSW,4,2010,Friday,20:15:00,Single,No,No,No,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,1.0,3,1.0
20101260,2,NSW,4,2010,Friday,20:15:00,Multiple,No,No,Yes,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,1.0,3,2.0
20105054,1,WA,4,2010,Friday,20:46:00,Multiple,No,No,No,Med,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,1.0,,3.0,3,1.0
20104023,1,SA,4,2010,Monday,03:10:00,Single,No,No,No,High,,,No,Yes,26_to_39,Night,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,2.0,2,1.0
20105066,1,WA,4,2010,Monday,05:30:00,Multiple,No,No,Yes,High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,4.0,1.0,,2.0,3,2.0
20104080,1,SA,4,2010,Monday,07:00:00,Multiple,No,No,No,High,,,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,4.0,2.0,,2.0,3,1.0
20101106,1,NSW,4,2010,Monday,07:05:00,Single,No,No,No,Very High,,,No,Yes,17_to_25,Day,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,2.0,2.0,,1.0,2,1.0
20104036,1,SA,4,2010,Monday,07:33:00,Single,No,No,No,Very High,,,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,3.0,2.0,,1.0,3,1.0
20101241,1,NSW,4,2010,Monday,08:45:00,Multiple,No,No,No,High,,,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,3.0,2.0,,2.0,3,1.0
20101241,2,NSW,4,2010,Monday,08:45:00,Multiple,No,No,No,High,,,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,3.0,2.0,,2.0,3,1.0
20105091,1,WA,4,2010,Monday,12:53:00,Multiple,No,No,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,2.0,,1.0,3,1.0
20101114,1,NSW,4,2010,Monday,13:30:00,Multiple,No,No,No,High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,2.0,3,1.0
20103123,1,Qld,4,2010,Monday,14:00:00,Multiple,No,Yes,Yes,Very High,,,No,No,0_to_16,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,1.0,2.0,,1.0,3,2.0
20103123,2,Qld,4,2010,Monday,14:00:00,Multiple,No,Yes,Yes,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,2.0,2.0,,1.0,3,2.0
20103123,3,Qld,4,2010,Monday,14:00:00,Multiple,No,Yes,Yes,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,1.0,3,2.0
20101054,1,NSW,4,2010,Monday,16:40:00,Multiple,No,No,No,High,,,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,4.0,2.0,,2.0,3,1.0
20101278,1,NSW,4,2010,Monday,20:15:00,Multiple,No,No,No,Med,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,1.0,,3.0,3,1.0
20101166,1,NSW,4,2010,Monday,21:05:00,Single,No,No,No,,,,No,No,75_or_older,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,6.0,1.0,,,3,1.0
20102081,1,Vic,4,2010,Saturday,02:25:00,Single,No,No,No,Med,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,3.0,3,1.0
20104006,1,SA,4,2010,Saturday,04:00:00,Single,No,No,No,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,1.0,3,1.0
20104006,2,SA,4,2010,Saturday,04:00:00,Single,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,1.0,,1.0,3,1.0
20101308,1,NSW,4,2010,Saturday,07:00:00,Multiple,No,No,No,Med,,,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,6.0,2.0,,3.0,3,1.0
20101055,1,NSW,4,2010,Saturday,07:40:00,Multiple,No,Yes,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,3.0,2.0,,1.0,3,2.0
20105160,1,WA,4,2010,Saturday,08:00:00,Single,No,No,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,2.0,,1.0,3,1.0
20105175,1,WA,4,2010,Saturday,10:00:00,Single,No,No,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,2.0,,1.0,3,1.0
20102008,1,Vic,4,2010,Saturday,10:55:00,Multiple,No,No,No,Med,,,No,Yes,17_to_25,Day,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,2.0,2.0,,3.0,2,1.0
20101080,1,NSW,4,2010,Saturday,12:30:00,Multiple,No,No,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,2.0,,1.0,3,1.0
20101199,1,NSW,4,2010,Saturday,13:15:00,Single,No,No,No,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,1.0,3,1.0
20104067,1,SA,4,2010,Saturday,13:44:00,Single,No,No,No,High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,2.0,,2.0,3,1.0
20102241,1,Vic,4,2010,Saturday,14:16:00,Multiple,No,No,No,High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,2.0,3,1.0
20101086,1,NSW,4,2010,Saturday,15:00:00,Multiple,No,No,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,2.0,,1.0,3,1.0
20101110,1,NSW,4,2010,Saturday,15:30:00,Single,No,No,No,Very High,,,No,No,0_to_16,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,1.0,2.0,,1.0,3,1.0
20105126,1,WA,4,2010,Saturday,15:55:00,Single,No,No,No,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,1.0,3,1.0
20101290,1,NSW,4,2010,Saturday,16:30:00,Single,No,No,No,Med,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,2.0,,3.0,3,1.0
20103056,1,Qld,4,2010,Saturday,17:00:00,Multiple,No,No,No,Very High,,,No,Yes,17_to_25,Day,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,2.0,2.0,,1.0,2,1.0
20101242,1,NSW,4,2010,Saturday,19:00:00,Multiple,No,No,No,High,,,No,Yes,17_to_25,Night,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,2.0,1.0,,2.0,2,1.0
20107010,1,NT,4,2010,Saturday,20:10:00,Multiple,No,No,No,High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,2.0,3,1.0
20102091,1,Vic,4,2010,Saturday,21:20:00,Single,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,1.0,,1.0,3,1.0
20105127,1,WA,4,2010,Sunday,00:01:00,Single,No,No,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,1.0,,1.0,3,1.0
20101189,1,NSW,4,2010,Sunday,00:57:00,Single,No,No,No,Med,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,1.0,,3.0,3,1.0
20101189,2,NSW,4,2010,Sunday,00:57:00,Single,No,No,No,Med,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,1.0,,3.0,3,1.0
20101181,1,NSW,4,2010,Sunday,01:40:00,Multiple,No,No,No,Med,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,3.0,3,1.0
20104102,1,SA,4,2010,Sunday,02:30:00,Single,No,No,No,Med,,,No,Yes,17_to_25,Night,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,2.0,1.0,,3.0,2,1.0
20102013,1,Vic,4,2010,Sunday,02:48:00,Multiple,No,No,No,Med,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,3.0,3,1.0
20103086,1,Qld,4,2010,Sunday,05:00:00,Multiple,No,No,No,High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,2.0,3,1.0
20103105,1,Qld,4,2010,Sunday,07:00:00,Single,No,No,No,High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,2.0,3,1.0
20102003,1,Vic,4,2010,Sunday,07:30:00,Single,No,No,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,2.0,,1.0,3,1.0
20101129,1,NSW,4,2010,Sunday,10:50:00,Multiple,No,No,No,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,1.0,3,1.0
20103055,1,Qld,4,2010,Sunday,13:00:00,Single,No,No,No,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,1.0,3,1.0
20102235,1,Vic,4,2010,Sunday,16:51:00,Multiple,No,No,No,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,1.0,3,1.0
20103151,1,Qld,4,2010,Sunday,18:00:00,Single,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,1.0,,1.0,3,1.0
20108008,1,ACT,4,2010,Sunday,19:45:00,Multiple,No,No,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,1.0,,2.0,3,1.0
20103035,1,Qld,4,2010,Sunday,20:00:00,Multiple,No,No,No,High,,,No,Yes,65_to_74,Night,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,5.0,1.0,,2.0,2,1.0
20105068,1,WA,4,2010,Thursday,04:40:00,Multiple,No,No,No,High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,2.0,3,1.0
20103189,1,Qld,4,2010,Thursday,05:00:00,Single,No,No,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,1.0,,1.0,3,1.0
20103159,1,Qld,4,2010,Thursday,05:00:00,Multiple,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,1.0,,1.0,3,1.0
20103230,1,Qld,4,2010,Thursday,05:00:00,Multiple,No,No,No,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,1.0,3,1.0
20101232,1,NSW,4,2010,Thursday,05:25:00,Multiple,No,No,Yes,Very High,,,No,No,65_to_74,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,5.0,1.0,,1.0,3,2.0
20105043,1,WA,4,2010,Thursday,06:50:00,Multiple,No,No,Yes,High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,2.0,2.0,,2.0,3,2.0
20101165,1,NSW,4,2010,Thursday,08:20:00,Multiple,No,No,No,High,,,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,4.0,2.0,,2.0,3,1.0
20105102,1,WA,4,2010,Thursday,09:15:00,Multiple,No,No,No,Med,,,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,5.0,2.0,,3.0,3,1.0
20102189,1,Vic,4,2010,Thursday,10:20:00,Single,No,No,No,High,,,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,5.0,2.0,,2.0,3,1.0
20101327,1,NSW,4,2010,Thursday,13:00:00,Multiple,No,No,No,Very High,,,No,Yes,75_or_older,Day,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,6.0,2.0,,1.0,2,1.0
20102228,1,Vic,4,2010,Thursday,13:15:00,Single,No,No,No,High,,,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,6.0,2.0,,2.0,3,1.0
20105048,1,WA,4,2010,Thursday,15:00:00,Single,No,No,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,2.0,,1.0,3,1.0
20105048,2,WA,4,2010,Thursday,15:00:00,Single,No,No,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,2.0,,1.0,3,1.0
20105039,1,WA,4,2010,Thursday,15:13:00,Single,No,No,No,High,,,No,Yes,40_to_64,Day,Not Rush,Easter,No Heavy Vehicle Involved,,20104,1.0,4.0,2.0,,2.0,2,1.0
20103018,1,Qld,4,2010,Thursday,16:00:00,Single,No,No,No,High,,,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,3.0,2.0,,2.0,3,1.0
20101334,1,NSW,4,2010,Thursday,16:30:00,Single,No,No,No,Very High,,,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,4.0,2.0,,1.0,3,1.0
20102060,1,Vic,4,2010,Thursday,18:30:00,Multiple,No,No,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,1.0,,2.0,3,1.0
20102049,1,Vic,4,2010,Thursday,19:00:00,Multiple,No,No,No,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,1.0,3,1.0
20101187,1,NSW,4,2010,Thursday,19:40:00,Single,No,No,No,High,,,No,No,65_to_74,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,5.0,1.0,,2.0,3,1.0
20101208,1,NSW,4,2010,Thursday,20:10:00,Single,No,No,No,High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,3.0,1.0,,2.0,3,1.0
20101240,1,NSW,4,2010,Thursday,20:40:00,Single,No,No,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,2.0,1.0,,1.0,3,1.0
20101046,1,NSW,4,2010,Tuesday,01:30:00,Single,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20104,1.0,4.0,1.0,,1.0,3,1.0
20101183,1,NSW,4,2010,Tuesday,01:37:00,Multiple,No,No,Yes,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,20104,1.0,4.0,1.0,,1.0,3,2.0
20105060,1,WA,4,2010,Tuesday,07:00:00,Single,No,No,No,Very High,,,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,4.0,2.0,,1.0,3,1.0
20101146,1,NSW,4,2010,Tuesday,07:20:00,Multiple,No,No,No,Very High,,,No,No,65_to_74,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,5.0,2.0,,1.0,3,1.0
20103023,1,Qld,4,2010,Wednesday,09:00:00,Single,No,No,No,Very High,,,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20104,2.0,4.0,2.0,,1.0,3,1.0
