lga_code,year,population
50250,2012,11194
50280,2012,12870
50350,2012,15527
50420,2012,68143
50490,2012,38791
50560,2012,1653
50630,2012,2252
50770,2012,1656
50840,2012,4546
50910,2012,992
50980,2012,16389
51080,2012,1185
51120,2012,988
51190,2012,32826
51260,2012,33211
51310,2012,27244
51330,2012,92197
51400,2012,15759
51470,2012,561
51540,2012,6057
51610,2012,1293
51680,2012,4798
51710,2012,2107
51750,2012,9999
51820,2012,99157
51860,2012,546
51890,2012,9426
51960,2012,4142
52030,2012,1098
52100,2012,1124
52170,2012,8328
52240,2012,1119
52310,2012,896
52380,2012,276
52450,2012,1373
52520,2012,1342
52590,2012,3341
52660,2012,13387
52730,2012,5593
52800,2012,9336
52870,2012,5628
52940,2012,703
53010,2012,641
53080,2012,1134
53150,2012,7602
53220,2012,12519
53290,2012,14182
53360,2012,2569
53430,2012,29562
53570,2012,4994
53640,2012,1302
53710,2012,1030
53780,2012,116208
53800,2012,39084
53920,2012,3850
53990,2012,24839
54060,2012,3738
54130,2012,1102
54170,2012,163581
54200,2012,57669
54280,2012,32849
54310,2012,24042
54340,2012,4368
54410,2012,1236
54480,2012,540
54550,2012,2042
54620,2012,1033
54690,2012,447
54760,2012,849
54830,2012,32688
54900,2012,1399
54970,2012,1410
55040,2012,2566
55110,2012,76562
55180,2012,9480
55250,2012,1437
55320,2012,103569
55390,2012,450
55460,2012,3395
55530,2012,488
55600,2012,2548
55670,2012,892
55740,2012,9196
55810,2012,669
55880,2012,507
55950,2012,528
56090,2012,39064
56160,2012,133
56230,2012,15475
56300,2012,1326
56370,2012,836
56460,2012,5306
56580,2012,22423
56620,2012,1591
56730,2012,11169
56790,2012,3371
56860,2012,246
56930,2012,1688
57000,2012,880
57080,2012,23066
57140,2012,1206
57210,2012,5118
57280,2012,15851
57350,2012,1072
57420,2012,2154
57490,2012,114412
57630,2012,111
57700,2012,20368
57770,2012,914
57840,2012,44099
57910,2012,214240
57980,2012,16159
58050,2012,118335
58190,2012,414
58260,2012,637
58330,2012,4612
58400,2012,362
58470,2012,260
58510,2012,35599
58540,2012,934
58570,2012,34733
58610,2012,1924
58680,2012,459
58760,2012,168832
58820,2012,3820
58890,2012,893
59030,2012,293
59100,2012,771
59170,2012,967
59250,2012,1175
59310,2012,1483
59320,2012,435
59330,2012,539
59340,2012,8228
59350,2012,425
59360,2012,1612
59370,2012,3547
60210,2012,6413
60410,2012,15902
60610,2012,19981
60810,2012,22245
61010,2012,2321
61210,2012,8310
61410,2012,53214
61510,2012,9945
61610,2012,25562
61810,2012,7090
62010,2012,827
62210,2012,6831
62410,2012,4422
62610,2012,45555
62810,2012,50593
63010,2012,16006
63210,2012,6351
63410,2012,1624
63610,2012,35021
63810,2012,10343
64010,2012,66942
64210,2012,19581
64610,2012,12739
64810,2012,13515
65010,2012,6244
65210,2012,2436
65410,2012,14163
65610,2012,4750
65810,2012,22798
70200,2012,28355
70420,2012,7842
70540,2012,202
70620,2012,4322
70700,2012,1326
71000,2012,80437
71150,2012,262
71300,2012,10526
72200,2012,10639
72300,2012,21122
72330,2012,6823
72800,2012,31269
73600,2012,7141
74050,2012,2986
74550,2012,3334
74560,2012,438
74660,2012,7214
74680,2012,3546
79399,2012,8131
89399,2012,376539
99399,2012,380
10050,2013,50338
10180,2013,28895
10250,2013,41510
10300,2013,2381
10470,2013,40727
10500,2013,151309
10550,2013,33430
10600,2013,12920
10650,2013,8436
10750,2013,324797
10800,2013,6028
10850,2013,7303
10900,2013,78705
10950,2013,2926
11150,2013,2903
11200,2013,1830
11250,2013,18802
11300,2013,36145
11350,2013,31756
11400,2013,13473
11450,2013,64095
11500,2013,154346
11520,2013,85568
11570,2013,345692
11600,2013,2797
11650,2013,327745
11700,2013,1979
11720,2013,54303
11730,2013,51443
11750,2013,4740
11800,2013,72303
12000,2013,4328
12150,2013,4168
12160,2013,11313
12350,2013,12511
12380,2013,212450
12390,2013,49757
12700,2013,8791
12730,2013,8929
12750,2013,37270
12850,2013,200098
12870,2013,12508
12900,2013,9608
12930,2013,146604
12950,2013,4428
13010,2013,8909
13310,2013,29187
13340,2013,10220
13450,2013,25705
13550,2013,12481
13660,2013,5218
13800,2013,65145
13850,2013,3016
13910,2013,18783
14000,2013,144458
14100,2013,14242
14170,2013,184297
14220,2013,17715
14300,2013,6213
14350,2013,29284
14400,2013,21262
14500,2013,118195
14550,2013,9345
14600,2013,6681
14650,2013,198953
14700,2013,34261
14750,2013,11413
14850,2013,44408
14870,2013,21118
14900,2013,196122
14920,2013,7812
14950,2013,3096
15050,2013,73870
15240,2013,89940
15270,2013,23742
15300,2013,13925
15350,2013,29641
15520,2013,11515
15560,2013,3920
15650,2013,16415
15700,2013,19428
15750,2013,13489
15800,2013,6054
15850,2013,6761
15900,2013,157477
15950,2013,68666
15990,2013,257020
16100,2013,5300
16150,2013,40167
16200,2013,15022
16260,2013,214537
16350,2013,190527
16380,2013,77043
16400,2013,68750
16490,2013,55920
16550,2013,142459
16610,2013,22981
16700,2013,113547
16900,2013,67701
16950,2013,98097
17000,2013,23557
17040,2013,20433
17080,2013,14720
17100,2013,38918
17150,2013,222549
17200,2013,196318
17310,2013,59240
17350,2013,6055
17400,2013,6834
17420,2013,152429
17550,2013,90226
17620,2013,14514
17640,2013,7594
17650,2013,6253
17750,2013,62416
17850,2013,3150
17900,2013,6595
17950,2013,2836
18020,2013,9743
18050,2013,70052
18100,2013,3723
18200,2013,6848
18250,2013,73072
18350,2013,46964
18400,2013,46399
18450,2013,204707
18500,2013,56909
18710,2013,16010
19399,2013,1127
20110,2013,12283
20260,2013,11490
20570,2013,98344
20660,2013,124314
20740,2013,31331
20830,2013,45627
20910,2013,98252
21010,2013,13878
21110,2013,170485
21180,2013,196169
21270,2013,6388
21370,2013,37213
21450,2013,84591
21610,2013,278023
21670,2013,12815
21750,2013,21035
21830,2013,16410
21890,2013,147272
22110,2013,43809
22170,2013,134351
22250,2013,10526
22310,2013,141260
22410,2013,19797
22490,2013,20362
22620,2013,105957
22670,2013,148502
22750,2013,223357
22830,2013,63244
22910,2013,15022
22980,2013,5852
23110,2013,89188
23190,2013,19694
23270,2013,184873
23350,2013,15605
23430,2013,152336
23670,2013,156347
23810,2013,74124
23940,2013,7518
24130,2013,44595
24210,2013,118357
24250,2013,8276
24330,2013,79782
24410,2013,109781
24600,2013,118711
24650,2013,123936
24700,2013,160282
24780,2013,53156
24850,2013,37788
24900,2013,28905
24970,2013,183255
25060,2013,115464
25150,2013,30410
25340,2013,154001
25430,2013,18247
25490,2013,16431
25620,2013,13563
25710,2013,63174
25810,2013,11880
25900,2013,102156
25990,2013,6938
26080,2013,3002
26170,2013,28273
26260,2013,16355
26350,2013,103487
26430,2013,9867
26490,2013,28228
26610,2013,21003
26670,2013,5961
26700,2013,27650
26730,2013,33423
26810,2013,42721
26890,2013,4124
26980,2013,162081
27070,2013,179272
27170,2013,37575
27260,2013,190211
27350,2013,83962
27450,2013,150902
27630,2013,7032
29399,2013,808
30250,2013,1350
30300,2013,4776
30370,2013,14948
30410,2013,3232
30450,2013,333
30760,2013,2214
30900,2013,481
31000,2013,1131996
31750,2013,396
31820,2013,93850
31900,2013,17754
31950,2013,506
32080,2013,156764
32250,2013,2146
32260,2013,28950
32270,2013,29782
32310,2013,12391
32330,2013,1292
32450,2013,3327
32500,2013,4222
32600,2013,308
32750,2013,299
32770,2013,1400
32810,2013,11585
33100,2013,864
33200,2013,1754
33220,2013,100290
33360,2013,62158
33430,2013,540687
33610,2013,10952
33620,2013,48491
33800,2013,11613
33830,2013,1043
33960,2013,183688
33980,2013,23284
34420,2013,1042
34530,2013,35279
34570,2013,626
34580,2013,37682
34590,2013,300545
34710,2013,4104
34770,2013,118878
34800,2013,992
34830,2013,293
34860,2013,13515
34880,2013,21379
35010,2013,410687
35250,2013,1206
35300,2013,21822
35600,2013,4685
35670,2013,922
35740,2013,52360
35760,2013,10487
35780,2013,2620
35790,2013,2529
35800,2013,1849
36070,2013,737
36150,2013,944
36250,2013,147328
36300,2013,839
36370,2013,81745
36510,2013,38732
36580,2013,23619
36630,2013,32647
36660,2013,35501
36720,2013,281969
36820,2013,24827
36910,2013,159916
36950,2013,3647
36960,2013,4614
37010,2013,186519
37300,2013,3811
37310,2013,33415
37340,2013,34113
37400,2013,1312
37550,2013,986
37570,2013,289
37600,2013,2686
40070,2013,22143
40120,2013,39687
40150,2013,8646
40220,2013,25203
40250,2013,2622
40310,2013,23138
40430,2013,2495
40520,2013,10804
40700,2013,44457
40910,2013,50476
41010,2013,3574
41060,2013,111324
41140,2013,9068
41190,2013,1806
41330,2013,1811
41560,2013,13747
41750,2013,1067
41830,2013,1717
41960,2013,1295
42030,2013,21656
42110,2013,4254
42250,2013,7993
42600,2013,36282
42750,2013,4630
43080,2013,1088
43220,2013,1103
43360,2013,2380
43650,2013,14440
43710,2013,5300
43790,2013,11571
44000,2013,74
44060,2013,87769
44210,2013,8448
44340,2013,65644
44550,2013,31580
44620,2013,26425
44830,2013,2913
45040,2013,20726
45090,2013,8528
45120,2013,4595
45290,2013,36347
45340,2013,166244
45400,2013,895
45540,2013,1728
45680,2013,85232
45890,2013,119876
46090,2013,14496
46300,2013,14531
46450,2013,17793
46510,2013,20959
46670,2013,9588
46860,2013,1425
46970,2013,4609
47140,2013,135880
47290,2013,2088
47490,2013,2194
47630,2013,6789
47700,2013,98558
47800,2013,5602
47910,2013,2640
47980,2013,38552
48050,2013,14525
48130,2013,6841
48260,2013,7399
48340,2013,11935
48410,2013,58153
48540,2013,22659
48640,2013,1272
48750,2013,4759
48830,2013,11241
49399,2013,4199
50080,2013,36318
50210,2013,72662
50250,2013,12025
50280,2013,13487
50350,2013,15828
50420,2013,69083
50490,2013,39919
50560,2013,1692
50630,2013,2225
50770,2013,1667
50840,2013,4647
50910,2013,998
50980,2013,17185
51080,2013,1194
51120,2013,988
51190,2013,32951
51260,2013,34696
51310,2013,27856
51330,2013,93491
51400,2013,16483
51470,2013,566
51540,2013,6034
51610,2013,1349
51680,2013,5112
51710,2013,2041
51750,2013,10220
51820,2013,102787
51860,2013,547
51890,2013,9464
51960,2013,4196
52030,2013,1099
52100,2013,1147
52170,2013,8409
52240,2013,1129
52310,2013,901
52380,2013,272
52450,2013,1392
52520,2013,1375
52590,2013,3308
52660,2013,13824
52730,2013,5804
52800,2013,9491
52870,2013,5803
52940,2013,707
53010,2013,653
53080,2013,1069
53150,2013,7740
53220,2013,12570
53290,2013,14422
53360,2013,2655
53430,2013,30156
53570,2013,5267
53640,2013,1294
53710,2013,1038
53780,2013,119381
53800,2013,39838
53920,2013,3810
53990,2013,25657
54060,2013,3749
54130,2013,1112
54170,2013,164414
54200,2013,58622
54280,2013,33267
54310,2013,24432
54340,2013,4403
54410,2013,1251
54480,2013,547
54550,2013,2044
54620,2013,985
54690,2013,446
54760,2013,831
54830,2013,34707
54900,2013,1374
54970,2013,1428
55040,2013,2419
55110,2013,79292
55180,2013,9482
55250,2013,1426
55320,2013,104319
55390,2013,486
55460,2013,3379
55530,2013,487
55600,2013,2527
55670,2013,872
55740,2013,9217
55810,2013,661
55880,2013,523
55950,2013,545
56090,2013,39644
56160,2013,146
56230,2013,16087
56300,2013,1343
56370,2013,826
56460,2013,5324
56580,2013,22665
56620,2013,1689
56730,2013,11472
56790,2013,3432
56860,2013,254
56930,2013,1694
57000,2013,830
57080,2013,24317
57140,2013,1205
57210,2013,5172
57280,2013,15951
57350,2013,1066
57420,2013,2118
57490,2013,119300
57630,2013,112
57700,2013,22011
57770,2013,936
57840,2013,44348
57910,2013,218043
57980,2013,16466
58050,2013,123643
58190,2013,415
58260,2013,638
58330,2013,4682
58400,2013,366
58470,2013,270
58510,2013,36260
58540,2013,932
58570,2013,35442
58610,2013,1925
58680,2013,451
58760,2013,176627
58820,2013,3931
58890,2013,884
59030,2013,302
59100,2013,764
59170,2013,977
59250,2013,1131
59310,2013,1474
59320,2013,430
59330,2013,541
59340,2013,8243
59350,2013,426
59360,2013,1539
59370,2013,3619
60210,2013,6353
60410,2013,16046
60610,2013,19755
60810,2013,22122
61010,2013,2278
61210,2013,8249
61410,2013,53685
61510,2013,9977
61610,2013,25407
61810,2013,7010
62010,2013,845
62210,2013,6838
62410,2013,4425
62610,2013,45745
62810,2013,50839
63010,2013,16111
63210,2013,6334
63410,2013,1619
63610,2013,35351
63810,2013,10433
64010,2013,66722
64210,2013,19540
64610,2013,12765
64810,2013,13736
65010,2013,6183
65210,2013,2356
65410,2013,14083
65610,2013,4573
65810,2013,22851
70200,2013,28124
70420,2013,7810
70540,2013,199
70620,2013,4363
70700,2013,1369
71000,2013,82996
71150,2013,293
71300,2013,10677
72200,2013,10761
72300,2013,22195
72330,2013,6911
72800,2013,32972
73600,2013,7207
74050,2013,3001
74550,2013,3312
74560,2013,459
74660,2013,7290
74680,2013,3568
79399,2013,8215
89399,2013,383257
99399,2013,374
10050,2014,50990
10180,2014,29015
10250,2014,41881
10300,2014,2376
10470,2014,41157
10500,2014,154980
10550,2014,33562
10600,2014,12929
10650,2014,8519
10750,2014,331825
10800,2014,6034
10850,2014,7322
10900,2014,78867
10950,2014,2894
11150,2014,2870
11200,2014,1786
11250,2014,18627
11300,2014,37200
11350,2014,32263
11400,2014,13506
11450,2014,68645
11500,2014,156289
11520,2014,88565
11570,2014,350922
11600,2014,2800
11650,2014,330377
11700,2014,1934
11720,2014,55103
11730,2014,51498
11750,2014,4727
11800,2014,73016
12000,2014,4357
12150,2014,4134
12160,2014,11305
12350,2014,12556
12380,2014,216864
12390,2014,50322
12700,2014,8918
12730,2014,8962
12750,2014,37483
12850,2014,201788
12870,2014,12499
12900,2014,9698
12930,2014,148882
12950,2014,4382
13010,2014,8919
13310,2014,29486
13340,2014,10318
13450,2014,25942
13550,2014,12468
13660,2014,5250
13800,2014,65503
13850,2014,3005
13910,2014,18776
14000,2014,145262
14100,2014,14428
14170,2014,186495
14220,2014,17746
14300,2014,6283
14350,2014,29351
14400,2014,21612
14500,2014,119851
14550,2014,9288
14600,2014,6624
14650,2014,200249
14700,2014,35196
14750,2014,11408
14850,2014,44327
14870,2014,21283
14900,2014,200725
14920,2014,7831
14950,2014,3117
15050,2014,75695
15240,2014,90468
15270,2014,24059
15300,2014,13853
15350,2014,29846
15520,2014,11642
15560,2014,3900
15650,2014,16431
15700,2014,19501
15750,2014,13480
15800,2014,6015
15850,2014,6721
15900,2014,158683
15950,2014,69754
15990,2014,259723
16100,2014,5318
16150,2014,40619
16200,2014,14991
16260,2014,221107
16350,2014,193765
16380,2014,78048
16400,2014,69537
16490,2014,56537
16550,2014,144814
16610,2014,23087
16700,2014,115843
16900,2014,68658
16950,2014,99292
17000,2014,23597
17040,2014,20454
17080,2014,14690
17100,2014,40301
17150,2014,223921
17200,2014,204516
17310,2014,59872
17350,2014,6098
17400,2014,6769
17420,2014,155366
17550,2014,91139
17620,2014,14508
17640,2014,7722
17650,2014,6238
17750,2014,62776
17850,2014,3149
17900,2014,6512
17950,2014,2809
18020,2014,9689
18050,2014,70742
18100,2014,3706
18200,2014,6877
18250,2014,74238
18350,2014,47470
18400,2014,47445
18450,2014,206415
18500,2014,57253
18710,2014,16188
19399,2014,1134
20110,2014,12355
20260,2014,11560
20570,2014,99914
20660,2014,125107
20740,2014,31917
20830,2014,46644
20910,2014,99797
21010,2014,13898
21110,2014,172660
21180,2014,198468
21270,2014,6335
21370,2014,37338
21450,2014,88070
21610,2014,287937
21670,2014,12884
21750,2014,21131
21830,2014,16340
21890,2014,149511
22110,2014,44277
22170,2014,136181
22250,2014,10534
22310,2014,143694
22410,2014,19755
22490,2014,20899
22620,2014,107955
22670,2014,152135
22750,2014,227744
22830,2014,63919
22910,2014,15184
22980,2014,5844
23110,2014,90417
23190,2014,19748
23270,2014,191278
23350,2014,15732
23430,2014,154210
23670,2014,157434
23810,2014,74134
23940,2014,7513
24130,2014,45471
24210,2014,119437
24250,2014,8395
24330,2014,82463
24410,2014,111421
24600,2014,127975
24650,2014,129309
24700,2014,164099
24780,2014,53737
24850,2014,39084
24900,2014,29100
24970,2014,186150
25060,2014,117763
25150,2014,31066
25340,2014,156500
25430,2014,18501
25490,2014,16512
25620,2014,13687
25710,2014,63433
25810,2014,11777
25900,2014,104451
25990,2014,7047
26080,2014,2970
26170,2014,28521
26260,2014,16255
26350,2014,105894
26430,2014,10018
26490,2014,28874
26610,2014,20940
26670,2014,5982
26700,2014,27862
26730,2014,33729
26810,2014,42948
26890,2014,4038
26980,2014,164320
27070,2014,187899
27170,2014,38369
27260,2014,201512
27350,2014,87228
27450,2014,151968
27630,2014,6924
29399,2014,835
30250,2014,1332
30300,2014,4726
30370,2014,14860
30410,2014,3166
30450,2014,317
30760,2014,2152
30900,2014,473
31000,2014,1149107
31750,2014,388
31820,2014,94025
31900,2014,17695
31950,2014,450
32080,2014,158574
32250,2014,2112
32260,2014,29038
32270,2014,29598
32310,2014,12367
32330,2014,1300
32450,2014,3270
32500,2014,4065
32600,2014,303
32750,2014,303
32770,2014,1422
32810,2014,11757
33100,2014,840
33200,2014,1710
33220,2014,101332
33360,2014,63367
33430,2014,550718
33610,2014,10902
33620,2014,49089
33800,2014,11412
33830,2014,1030
33960,2014,189195
33980,2014,22786
34420,2014,1014
34530,2014,36063
34570,2014,671
34580,2014,38363
34590,2014,305147
34710,2014,4027
34770,2014,118916
34800,2014,943
34830,2014,302
34860,2014,13434
34880,2014,21542
35010,2014,419764
35250,2014,1202
35300,2014,21261
35600,2014,4639
35670,2014,939
35740,2014,52988
35760,2014,10547
35780,2014,2741
35790,2014,2527
35800,2014,1807
36070,2014,747
36150,2014,915
36250,2014,148833
36300,2014,838
36370,2014,82136
36510,2014,39882
36580,2014,24459
36630,2014,32606
36660,2014,35580
36720,2014,288652
36820,2014,25060
36910,2014,161523
36950,2014,3717
36960,2014,4690
37010,2014,188777
37300,2014,3863
37310,2014,33744
37340,2014,34362
37400,2014,1276
37550,2014,990
37570,2014,291
37600,2014,2694
40070,2014,22624
40120,2014,39657
40150,2014,8744
40220,2014,25705
40250,2014,2605
40310,2014,23468
40430,2014,2521
40520,2014,10847
40700,2014,44678
40910,2014,50717
41010,2014,3577
41060,2014,112846
41140,2014,9138
41190,2014,1809
41330,2014,1825
41560,2014,14024
41750,2014,1068
41830,2014,1710
41960,2014,1307
42030,2014,22275
42110,2014,4256
42250,2014,8144
42600,2014,36354
42750,2014,4694
43080,2014,1103
43220,2014,1097
43360,2014,2392
43650,2014,14644
43710,2014,5426
43790,2014,11671
44000,2014,70
44060,2014,88652
44210,2014,8599
44340,2014,65986
44550,2014,32386
44620,2014,26710
44830,2014,2918
45040,2014,21004
45090,2014,8585
45120,2014,4610
45290,2014,36361
45340,2014,167376
45400,2014,900
45540,2014,1717
45680,2014,87380
45890,2014,121422
46090,2014,14498
46300,2014,14595
46450,2014,17870
46510,2014,21050
46670,2014,9656
46860,2014,1425
46970,2014,4418
47140,2014,137257
47290,2014,2073
47490,2014,2180
47630,2014,6811
47700,2014,98726
47800,2014,5572
47910,2014,2651
47980,2014,38695
48050,2014,14729
48130,2014,6896
48260,2014,7447
48340,2014,11982
48410,2014,58627
48540,2014,22703
48640,2014,1276
48750,2014,4925
48830,2014,11254
49399,2014,4027
50080,2014,36919
50210,2014,75559
50250,2014,12515
50280,2014,13996
50350,2014,16003
50420,2014,69256
50490,2014,40531
50560,2014,1707
50630,2014,2132
50770,2014,1687
50840,2014,4687
50910,2014,1018
50980,2014,17100
51080,2014,1191
51120,2014,966
51190,2014,32941
51260,2014,35917
51310,2014,27940
51330,2014,93843
51400,2014,16934
51470,2014,566
51540,2014,5951
51610,2014,1379
51680,2014,5361
51710,2014,1979
51750,2014,10357
51820,2014,104906
51860,2014,556
51890,2014,9369
51960,2014,4046
52030,2014,1086
52100,2014,1161
52170,2014,8370
52240,2014,1131
52310,2014,902
52380,2014,251
52450,2014,1411
52520,2014,1405
52590,2014,3330
52660,2014,14036
52730,2014,5872
52800,2014,8864
52870,2014,5903
52940,2014,706
53010,2014,653
53080,2014,979
53150,2014,7769
53220,2014,12149
53290,2014,14624
53360,2014,2717
53430,2014,30361
53570,2014,5356
53640,2014,1275
53710,2014,1044
53780,2014,120756
53800,2014,40114
53920,2014,3734
53990,2014,26186
54060,2014,3702
54130,2014,1120
54170,2014,163894
54200,2014,59113
54280,2014,32498
54310,2014,23985
54340,2014,4389
54410,2014,1251
54480,2014,556
54550,2014,2029
54620,2014,918
54690,2014,440
54760,2014,804
54830,2014,36444
54900,2014,1329
54970,2014,1367
55040,2014,2122
55110,2014,80927
55180,2014,9448
55250,2014,1335
55320,2014,104073
55390,2014,499
55460,2014,3380
55530,2014,482
55600,2014,2504
55670,2014,835
55740,2014,9202
55810,2014,615
55880,2014,528
55950,2014,549
56090,2014,39651
56160,2014,150
56230,2014,16542
56300,2014,1350
56370,2014,818
56460,2014,5339
56580,2014,22686
56620,2014,1705
56730,2014,11570
56790,2014,3389
56860,2014,256
56930,2014,1707
57000,2014,762
57080,2014,25257
57140,2014,1187
57210,2014,5151
57280,2014,15648
57350,2014,1066
57420,2014,2036
57490,2014,123038
57630,2014,106
57700,2014,23592
57770,2014,948
57840,2014,44251
57910,2014,219372
57980,2014,16700
58050,2014,128032
58190,2014,414
58260,2014,627
58330,2014,4620
58400,2014,364
58470,2014,275
58510,2014,36570
58540,2014,934
58570,2014,35631
58610,2014,1921
58680,2014,453
58760,2014,182385
58820,2014,4057
58890,2014,869
59030,2014,305
59100,2014,744
59170,2014,993
59250,2014,1020
59310,2014,1433
59320,2014,429
59330,2014,535
59340,2014,8020
59350,2014,405
59360,2014,1426
59370,2014,3609
60210,2014,6312
60410,2014,16221
60610,2014,19565
60810,2014,21989
61010,2014,2239
61210,2014,8204
61410,2014,54219
61510,2014,10013
61610,2014,25295
61810,2014,6920
62010,2014,871
62210,2014,6854
62410,2014,4430
62610,2014,46044
62810,2014,51232
63010,2014,16243
63210,2014,6317
63410,2014,1611
63610,2014,35723
63810,2014,10569
64010,2014,66576
64210,2014,19519
64610,2014,12819
64810,2014,13981
65010,2014,6139
65210,2014,2389
65410,2014,14014
65610,2014,4392
65810,2014,22921
70200,2014,27486
70420,2014,7663
70540,2014,188
70620,2014,4316
70700,2014,1374
71000,2014,83098
71150,2014,323
71300,2014,10469
72200,2014,10744
72300,2014,23256
72330,2014,6875
72800,2014,34478
73600,2014,7272
74050,2014,2902
74550,2014,3269
74560,2014,467
74660,2014,7157
74680,2014,3587
79399,2014,7970
89399,2014,388799
99399,2014,361
10050,2015,51486
10180,2015,29160
10250,2015,42336
10300,2015,2364
10470,2015,41694
10500,2015,159222
10550,2015,33713
10600,2015,12936
10650,2015,8568
10750,2015,339449
10800,2015,6027
10850,2015,7322
10900,2015,78889
10950,2015,2846
11150,2015,2801
11200,2015,1762
11250,2015,18360
11300,2015,37822
11350,2015,32803
11400,2015,13511
11450,2015,74103
11500,2015,158586
11520,2015,90467
11570,2015,356328
11600,2015,2766
11650,2015,333264
11700,2015,1923
11720,2015,55888
11730,2015,51547
11750,2015,4703
11800,2015,73739
12000,2015,4366
12150,2015,4091
12160,2015,11302
12350,2015,12604
12380,2015,221152
12390,2015,50847
12700,2015,9008
12730,2015,9012
12750,2015,37733
12850,2015,203490
12870,2015,12470
12900,2015,9750
12930,2015,151069
12950,2015,4342
13010,2015,8926
13310,2015,29815
13340,2015,10441
13450,2015,26171
13550,2015,12447
13660,2015,5302
13800,2015,65890
13850,2015,2994
13910,2015,18760
14000,2015,146147
14100,2015,14540
14170,2015,188711
14220,2015,17764
14300,2015,6336
14350,2015,29379
14400,2015,21890
14500,2015,121315
14550,2015,9197
14600,2015,6541
14650,2015,201240
14700,2015,36402
14750,2015,11411
14850,2015,44212
14870,2015,21400
14900,2015,206205
14920,2015,7837
14950,2015,3121
15050,2015,77374
15240,2015,91038
15270,2015,24374
15300,2015,13735
15350,2015,30045
15520,2015,11755
15560,2015,3893
15650,2015,16435
15700,2015,19541
15750,2015,13459
15800,2015,5978
15850,2015,6668
15900,2015,159680
15950,2015,70860
15990,2015,262593
16100,2015,5329
16150,2015,40837
16200,2015,14954
16260,2015,227649
16350,2015,197678
16380,2015,78997
16400,2015,70257
16490,2015,57130
16550,2015,146908
16610,2015,23148
16700,2015,118499
16900,2015,69474
16950,2015,100550
17000,2015,23586
17040,2015,20473
17080,2015,14640
17100,2015,41276
17150,2015,225218
17200,2015,214037
17310,2015,60432
17350,2015,6165
17400,2015,6713
17420,2015,158941
17550,2015,92261
17620,2015,14412
17640,2015,7804
17650,2015,6194
17750,2015,63327
17850,2015,3128
17900,2015,6419
17950,2015,2783
18020,2015,9622
18050,2015,71336
18100,2015,3688
18200,2015,6890
18250,2015,75970
18350,2015,48150
18400,2015,48562
18450,2015,208313
18500,2015,57513
18710,2015,16356
19399,2015,1106
20110,2015,12429
20260,2015,11644
20570,2015,101479
20660,2015,126088
20740,2015,32576
20830,2015,47837
20910,2015,101268
21010,2015,13923
21110,2015,174753
21180,2015,200860
21270,2015,6306
21370,2015,37429
21450,2015,92298
21610,2015,299528
21670,2015,12950
21750,2015,21230
21830,2015,16274
21890,2015,151974
22110,2015,44868
22170,2015,137790
22250,2015,10536
22310,2015,145924
22410,2015,19722
22490,2015,21388
22620,2015,109908
22670,2015,156061
22750,2015,232926
22830,2015,64489
22910,2015,15334
22980,2015,5808
23110,2015,91674
23190,2015,19792
23270,2015,198176
23350,2015,15922
23430,2015,156244
23670,2015,158700
23810,2015,74266
23940,2015,7531
24130,2015,46373
24210,2015,120785
24250,2015,8530
24330,2015,84783
24410,2015,113023
24600,2015,136872
24650,2015,134915
24700,2015,167870
24780,2015,54156
24850,2015,40264
24900,2015,29288
24970,2015,189174
25060,2015,120231
25150,2015,31748
25340,2015,158831
25430,2015,18794
25490,2015,16591
25620,2015,13848
25710,2015,63675
25810,2015,11644
25900,2015,106381
25990,2015,7179
26080,2015,2933
26170,2015,28781
26260,2015,16162
26350,2015,108028
26430,2015,10175
26490,2015,29625
26610,2015,20893
26670,2015,6005
26700,2015,28143
26730,2015,34005
26810,2015,43172
26890,2015,3974
26980,2015,166679
27070,2015,196847
27170,2015,39223
27260,2015,213815
27350,2015,89923
27450,2015,153391
27630,2015,6826
29399,2015,862
30250,2015,1321
30300,2015,4610
30370,2015,14707
30410,2015,3082
30450,2015,296
30760,2015,2035
30900,2015,459
31000,2015,1165437
31750,2015,372
31820,2015,94028
31900,2015,17566
31950,2015,396
32080,2015,159944
32250,2015,2092
32260,2015,29098
32270,2015,29143
32310,2015,12235
32330,2015,1304
32450,2015,3179
32500,2015,4217
32600,2015,297
32750,2015,301
32770,2015,1454
32810,2015,11877
33100,2015,818
33200,2015,1643
33220,2015,102129
33360,2015,63697
33430,2015,561629
33610,2015,10835
33620,2015,49540
33800,2015,11181
33830,2015,1009
33960,2015,194274
33980,2015,22173
34420,2015,996
34530,2015,36579
34570,2015,697
34580,2015,38861
34590,2015,309342
34710,2015,3812
34770,2015,118292
34800,2015,876
34830,2015,304
34860,2015,13292
34880,2015,21812
35010,2015,428994
35250,2015,1202
35300,2015,20586
35600,2015,4527
35670,2015,959
35740,2015,53497
35760,2015,10607
35780,2015,2836
35790,2015,2550
35800,2015,1734
36070,2015,764
36150,2015,868
36250,2015,150107
36300,2015,820
36370,2015,82026
36510,2015,40307
36580,2015,24681
36630,2015,32589
36660,2015,35566
36720,2015,295317
36820,2015,25111
36910,2015,162775
36950,2015,3753
36960,2015,4731
37010,2015,190011
37300,2015,3964
37310,2015,33867
37340,2015,34509
37400,2015,1222
37550,2015,989
37570,2015,287
37600,2015,2695
40070,2015,23085
40120,2015,39630
40150,2015,8819
40220,2015,26203
40250,2015,2568
40310,2015,23829
